country,year,total_greenfield,total_greenfield_excl_nat_res,total_greenfield_excl_col_link,total_greenfield_excl_qst_source,emne_greenfield,emne_greenfield_excl_nat_res,emne_greenfield_excl_col_link,emne_greenfield_excl_qst_source,count_greenfield,count_greenfield_excl_nat_res,count_greenfield_excl_col_link,count_greenfield_excl_qst_source,emne_count_greenfield,emne_count_greenfield_excl_nat_res,emne_count_greenfield_excl_col_link,emne_count_greenfield_excl_qst_source,total_m_and_a,total_m_and_a_excl_nat_res,total_m_and_a_excl_col_link,total_m_and_a_excl_qst_source,emne_m_and_a,emne_m_and_a_excl_nat_res,emne_m_and_a_excl_col_link,emne_m_and_a_excl_qst_source,count_m_and_a,count_m_and_a_excl_nat_res,count_m_and_a_excl_col_link,count_m_and_a_excl_qst_source,emne_count_m_and_a,emne_count_m_and_a_excl_nat_res,emne_count_m_and_a_excl_col_link,emne_count_m_and_a_excl_qst_source,total_fdi,total_fdi_excl_nat_res,total_fdi_excl_col_link,total_fdi_excl_qst_source,emne_fdi,emne_fdi_excl_nat_res,emne_fdi_excl_col_link,emne_fdi_excl_qst_source,total_fdi_count,total_fdi_excl_nat_res_count,total_fdi_excl_col_link_count,total_fdi_excl_qst_source_count,emne_fdi_count,emne_fdi_excl_nat_res_count,emne_fdi_excl_col_link_count,emne_fdi_excl_qst_source_count,prop_emne_fdi,prop_emne_fdi_excl_nat_res,prop_emne_fdi_excl_col_link,prop_emne_fdi_excl_qst_source,prop_emne_fdi_count,prop_emne_fdi_excl_nat_res_count,prop_emne_fdi_excl_col_link_count,prop_emne_fdi_excl_qst_source_count,broadband_per_capita_2016,control_of_corruption_2016,gni_per_capita_2016,govt_effectiveness_2016,mobiles_per_capita_2016,phones_per_capita_2016,pol_stability_2016,reg_quality_2016,rule_of_law_2016,voice_and_acc_2016,broadband_per_capita,control_of_corruption,gni_per_capita,govt_effectiveness,mobiles_per_capita,phones_per_capita,pol_stability,reg_quality,rule_of_law,voice_and_acc,broadband_per_capita_2017,control_of_corruption_2017,gni_per_capita_2017,govt_effectiveness_2017,mobiles_per_capita_2017,phones_per_capita_2017,pol_stability_2017,reg_quality_2017,rule_of_law_2017,voice_and_acc_2017
sao_tome_and_principe,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.714596,0.152436048,,-0.8470487,83.62158473,2.69,0.183460847,-0.894111037,-0.726939261,0.298387945,0.714596,0.152436048,,-0.8470487,83.62158473,2.69,0.183460847,-0.894111037,-0.726939261,0.298387945
senegal,2017,713.1717,713.1717,557.6717,713.1717,256.8717,256.8717,256.8717,256.8717,11,11,8,11,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,3,5,1,1,1,1,713.1717,713.1717,557.6717,713.1717,256.8717,256.8717,256.8717,256.8717,18,17,11,16,6,6,6,6,0.3601821272493005,0.3601821272493005,0.460614551536325,0.3601821272493005,0.3333333333333333,0.3529411764705882,0.5454545454545454,0.375,0.654181,-0.024389485,1247.266451,-0.502166569,102.9497559,1.9,-0.22595489,-0.210808367,-0.122207463,0.369677246,0.654181,-0.024389485,1247.266451,-0.502166569,102.9497559,1.9,-0.22595489,-0.210808367,-0.122207463,0.369677246,,,,,,,,,,
senegal,2018,322.7,322.7,164.5,322.7,5.2,5.2,5.2,5.2,9,9,4,9,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,3,2,1,2,2,322.7,322.7,164.5,322.7,5.2,5.2,5.2,5.2,12,11,7,12,3,2,3,3,0.0161140378060117,0.0161140378060117,0.0316109422492401,0.0161140378060117,0.25,0.1818181818181818,0.4285714285714285,0.25,,,,,,,,,,,0.722423,-0.114238143,1301.227556,-0.365349919,103.9621401,1.88,-0.055723127,-0.193443179,-0.169250667,0.317168027,0.722423,-0.114238143,1301.227556,-0.365349919,103.9621401,1.88,-0.055723127,-0.193443179,-0.169250667,0.317168027
sierra_leone,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5.969,5.969,0.0,5.969,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,5.969,5.969,0.0,5.969,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.841146886,598.3727186,-1.224290252,83.79160527,0.236,-0.167113155,-0.948930025,-0.802384138,-0.198110342,,-0.841146886,598.3727186,-1.224290252,83.79160527,0.236,-0.167113155,-0.948930025,-0.802384138,-0.198110342,,,,,,,,,,
sierra_leone,2018,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-0.590534508,600.813629,-1.221212745,86.29036859,0.23,-0.039427098,-0.952105999,-0.807308137,-0.194167793,,-0.590534508,600.813629,-1.221212745,86.29036859,0.23,-0.039427098,-0.952105999,-0.807308137,-0.194167793
solomon_islands,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247441,-0.355936557,2130.542395,-0.927770734,66.32234892,1.12,0.491754383,-0.97360158,-0.30101788,0.46746549,0.247441,-0.355936557,2130.542395,-0.927770734,66.32234892,1.12,0.491754383,-0.97360158,-0.30101788,0.46746549,,,,,,,,,,
solomon_islands,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.170052,0.095240965,2166.601875,-0.928836346,72.29745476,1.08,0.188087985,-0.815379918,-0.190316245,0.489998966,0.170052,0.095240965,2166.601875,-0.928836346,72.29745476,1.08,0.188087985,-0.815379918,-0.190316245,0.489998966
somalia,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641171,-1.690856099,,-2.206104279,46.54803903,0.335,-2.347157955,-2.184588909,-2.316461563,-1.909665942,0.641171,-1.690856099,,-2.206104279,46.54803903,0.335,-2.347157955,-2.184588909,-2.316461563,-1.909665942,,,,,,,,,,
somalia,2018,158.2,158.2,148.7,158.2,148.7,148.7,148.7,148.7,3,3,2,3,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,158.2,158.2,148.7,158.2,148.7,148.7,148.7,148.7,3,3,2,3,2,2,2,2,0.9399494310998736,0.9399494310998736,1.0,0.9399494310998736,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,0.656985,-1.70943439,,-2.258919239,47.89352903,,-2.249909878,-2.201314449,-2.263080597,-1.778314114,0.656985,-1.70943439,,-2.258919239,47.89352903,,-2.249909878,-2.201314449,-2.263080597,-1.778314114
south_sudan,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00138503,-1.759067893,,-2.336033821,24.39882868,0.0,-2.412496805,-1.804660559,-1.976793885,-1.798077345,0.00138503,-1.759067893,,-2.336033821,24.39882868,0.0,-2.412496805,-1.804660559,-1.976793885,-1.798077345,,,,,,,,,,
south_sudan,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.00194948,-1.75134778,,-2.439962626,26.16695311,0.0,-2.446235657,-1.94608295,-1.97194159,-1.823847532,0.00194948,-1.75134778,,-2.439962626,26.16695311,0.0,-2.446235657,-1.94608295,-1.97194159,-1.823847532
sudan,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,18.202,18.202,18.202,18.202,18.202,18.202,18.202,18.202,1,1,1,1,1,1,1,1,18.202,18.202,18.202,18.202,18.202,18.202,18.202,18.202,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0639265,-1.560569406,,-1.558816433,70.61780648,0.331,-2.331105709,-1.486272931,-1.282137632,-1.83413589,0.0639265,-1.560569406,,-1.558816433,70.61780648,0.331,-2.331105709,-1.486272931,-1.282137632,-1.83413589,,,,,,,,,,
sudan,2018,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,3,3,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.0715194,-1.560215473,,-1.476141453,70.41361876,0.335,-1.971524239,-1.58541584,-1.125489712,-1.839118361,0.0715194,-1.560215473,,-1.476141453,70.41361876,0.335,-1.971524239,-1.58541584,-1.125489712,-1.839118361
tanzania,2017,1735.95541,1735.95541,1720.7554100000002,1735.95541,1390.3000000000002,1390.3000000000002,1390.3000000000002,1390.3000000000002,23,23,20,23,15,15,15,15,58.61,58.61,0.11,58.61,0.11,0.11,0.11,0.11,6,5,4,6,3,3,3,3,1794.56541,1794.56541,1720.86541,1794.56541,1390.41,1390.41,1390.41,1390.41,29,28,24,29,18,18,18,18,0.7747892566367921,0.7747892566367921,0.8079713799349363,0.7747892566367921,0.6206896551724138,0.6428571428571429,0.75,0.6206896551724138,0.591695,-0.531090379,940.961731,-0.606329381,73.60819776,0.241,-0.448246777,-0.483072639,-0.394902527,-0.223028824,0.591695,-0.531090379,940.961731,-0.606329381,73.60819776,0.241,-0.448246777,-0.483072639,-0.394902527,-0.223028824,,,,,,,,,,
tanzania,2018,715.7,705.7,686.0,715.7,453.3,443.3,453.3,453.3,19,18,17,19,10,9,10,10,7.326,0.0,7.0,7.326,0.0,0.0,0.0,0.0,7,5,6,7,2,2,2,2,723.0260000000001,705.7,693.0,723.0260000000001,453.3,443.3,453.3,453.3,26,23,23,26,12,11,12,12,0.6269484084943003,0.6281706107411081,0.6541125541125541,0.6269484084943003,0.4615384615384615,0.4782608695652174,0.5217391304347826,0.4615384615384615,,,,,,,,,,,1.37184,-0.487049073,973.3712158,-0.682943881,71.00758398,0.228,-0.570162177,-0.610303104,-0.469080985,-0.278151184,1.37184,-0.487049073,973.3712158,-0.682943881,71.00758398,0.228,-0.570162177,-0.610303104,-0.469080985,-0.278151184
togo,2017,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,1,1,1,1,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,3,3,2,3,1,1,1,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.620529,-0.707865596,788.5202462,-1.118214726,71.85967389,0.43,-0.175117105,-0.834297657,-0.652705848,-0.545297205,0.620529,-0.707865596,788.5202462,-1.118214726,71.85967389,0.43,-0.175117105,-0.834297657,-0.652705848,-0.545297205,,,,,,,,,,
togo,2018,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,2,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,3,3,2,3,2,2,2,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,0.627394,-0.736028314,795.0471863,-1.166029096,77.29610922,0.448,-0.874444485,-0.833923459,-0.732762277,-0.624594212,0.627394,-0.736028314,795.0471863,-1.166029096,77.29610922,0.448,-0.874444485,-0.833923459,-0.732762277,-0.624594212
tuvalu,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11711,0.055439107,,-0.92127496,70.03317361,18.3,1.382750273,-0.571276486,0.558649242,1.081801653,4.11711,0.055439107,,-0.92127496,70.03317361,18.3,1.382750273,-0.571276486,0.558649242,1.081801653,,,,,,,,,,
tuvalu,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.14022,0.069424003,,-0.694827735,73.88252678,18.4,1.213737011,-0.778954983,0.63725251,1.0805583,4.14022,0.069424003,,-0.694827735,73.88252678,18.4,1.213737011,-0.778954983,0.63725251,1.0805583
uganda,2017,326.29999999999995,326.29999999999995,326.29999999999995,326.29999999999995,117.1,117.1,117.1,117.1,11,11,11,11,7,7,7,7,103.716,93.241,103.716,103.716,5.741,5.741,5.741,5.741,7,6,7,6,1,1,1,1,430.016,419.54099999999994,430.016,430.016,122.841,122.841,122.841,122.841,18,17,18,17,8,8,8,8,0.2856661147492186,0.292798558424564,0.2856661147492186,0.2856661147492186,0.4444444444444444,0.4705882352941176,0.4444444444444444,0.4705882352941176,0.237415,-1.086224794,859.9515664,-0.631866992,58.94061569,0.949,-0.718276322,-0.272560328,-0.270433575,-0.647862375,0.237415,-1.086224794,859.9515664,-0.631866992,58.94061569,0.949,-0.718276322,-0.272560328,-0.270433575,-0.647862375,,,,,,,,,,
uganda,2018,774.78,774.78,771.1,765.28,512.6999999999999,512.6999999999999,512.6999999999999,503.2000000000001,23,23,22,22,16,16,16,15,331.0,331.0,331.0,317.0,40.0,40.0,40.0,40.0,8,7,8,7,2,1,2,2,1105.78,1105.78,1102.1,1082.28,552.6999999999999,552.6999999999999,552.6999999999999,543.2,31,30,30,29,18,17,18,17,0.4998281755864638,0.4998281755864638,0.5014971418201615,0.5019033891414422,0.5806451612903226,0.5666666666666667,0.6,0.5862068965517241,,,,,,,,,,,,-1.069670916,851.2918872,-0.632896423,62.17465834,0.653,-0.569948792,-0.262065619,-0.319819033,-0.588405192,,-1.069670916,851.2918872,-0.632896423,62.17465834,0.653,-0.569948792,-0.262065619,-0.319819033,-0.588405192
vanuatu,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,1,1,1,1,1,1,1,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61198,-0.087068856,2764.371966,-0.955816031,77.18541901,1.67,0.48971042,-0.29666853,0.402650177,0.66418165,1.61198,-0.087068856,2764.371966,-0.955816031,77.18541901,1.67,0.48971042,-0.29666853,0.402650177,0.66418165,,,,,,,,,,
vanuatu,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,0.0038484,2808.606256,-0.966169059,78.56146142,1.62,0.676284015,-0.31364423,0.544383764,0.694656551,,0.0038484,2808.606256,-0.966169059,78.56146142,1.62,0.676284015,-0.31364423,0.544383764,0.694656551
yemen,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,1,1,1,1,1,1,1,1,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.860254,-1.695552111,,-1.905879259,56.13532103,3.63,-2.784488678,-1.49802947,-1.673383236,-1.690165281,0.860254,-1.695552111,,-1.905879259,56.13532103,3.63,-2.784488678,-1.49802947,-1.673383236,-1.690165281,,,,,,,,,,
yemen,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.11512,-1.617752194,,-1.952666759,51.13427811,3.6,-2.934315443,-1.489440441,-1.765303373,-1.691050649,1.11512,-1.617752194,,-1.952666759,51.13427811,3.6,-2.934315443,-1.489440441,-1.765303373,-1.691050649
zambia,2017,2015.6,1525.6,810.4000000000001,2015.6,592.0,592.0,592.0,592.0,15,12,11,15,5,5,5,5,102.879,0.729,97.829,102.879,0.0,0.0,0.0,0.0,7,4,6,7,3,3,3,3,2118.4790000000003,1526.3290000000002,908.229,2118.4790000000003,592.0,592.0,592.0,592.0,22,16,17,22,8,8,8,8,0.2794457721790019,0.3878587119814928,0.6518179886350248,0.2794457721790019,0.3636363636363636,0.5,0.4705882352941176,0.3636363636363636,0.187911,-0.426889509,,-0.737051845,71.66749335,0.6,0.132928282,-0.539625227,-0.31208849,-0.300620377,0.187911,-0.426889509,,-0.737051845,71.66749335,0.6,0.132928282,-0.539625227,-0.31208849,-0.300620377,,,,,,,,,,
zambia,2018,1070.769,1044.4689999999998,1045.769,1070.769,990.969,964.669,990.969,990.969,16,15,15,16,9,8,9,9,56.936,48.2,48.2,56.936,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,11,8,7,11,4,4,4,4,1127.705,1092.669,1093.969,1127.705,999.169,972.869,999.169,999.169,27,23,22,27,13,12,13,13,0.8860198367480858,0.8903602097249947,0.9133430654799176,0.8860198367480858,0.4814814814814814,0.5217391304347826,0.5909090909090909,0.4814814814814814,,,,,,,,,,,0.205902,-0.56772095,,-0.700921834,77.68815498,0.582,0.142042592,-0.515828371,-0.33975932,-0.335553706,0.205902,-0.56772095,,-0.700921834,77.68815498,0.582,0.142042592,-0.515828371,-0.33975932,-0.335553706
