master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link
3073963040,2017-02-08,ARGG SA,Banque Atlantique Cote,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-02-08,2017-02-08,N,,No,No,,2017-02-08,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-02-08,,No,,06685T,,20385H,BPCE SA,20385H,BPCE SA,France,3F1031,,3F1031,ARGG SA,3F1031,ARGG SA,,,Banks,Insurance,Financials,Financials,Ivory Coast,IV,Benin,BN,Priv.,Sub.,6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banque Atlantique Cote d'Ivoire, located in Abidjan, Ivory Coast, provides banking services. The Company is the first bank that was established by Atlantic Bank Group. It was founded in 1978.","Assurances et Reassurances du Golfe de Guinee SA is an insurance agency. The Company is located in Cadjehoun Cotonou, Benin.",,,Unspecified,Assets,benin,france,False,False,False,True,False,False,insurance,False,True
3075178040,2017-02-28,Bk of China - BOC Phnom Penh,Bank of China(Hong Kong)Ltd,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-02-28,2017-11-06,N,,Yes,Yes,,2017-11-06,,Acq. of Assets,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,171.0,2017-02-28,,No,,06119L,,06119N,Bk Of China Hong Kong (Hldg),15361M,Central Huijin Investment Ltd,China (Mainland),3F1853,,06119L,Bank of China(Hong Kong)Ltd,15361M,Central Huijin Investment Ltd,,,Banks,Banks,Financials,Financials,Hong Kong,HK,Cambodia,CB,Sub.,Sub.,6000,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank of China(Hong Kong)Ltd, headquartered in China, is a bank. It provides a range of banking products and services.","Boc phnom penh branch of Bank of China, located in Cambodia.",,,"Cash Only, Cash Only",Assets,cambodia,china,False,False,False,False,True,False,banks,False,False
3076399040,2017-01-25,Balandougou Gold Project,Stellar AfricaGold Inc,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-01-25,2017-03-14,N,,No,No,,2017-03-14,,Acq. Part. Int.,No,,,,,,,,49.0,49.0,,,49.0,49.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-01-25,,No,,85855B,B8BQSS6,85855B,Stellar AfricaGold Inc,85855B,Stellar AfricaGold Inc,Canada,3F2731,,85855B,Stellar AfricaGold Inc,85855B,Stellar AfricaGold Inc,B8BQSS6,B8BQSS6,Metals & Mining,Metals & Mining,Materials,Materials,Canada,CA,Guinea,GU,J.V.,Public,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stellar AfricaGold Inc, located in Vancouver, British Columbia, is a precious metal exploration company. It is focused on exploring for gold in the Kingdom of Morocco, and Cote dIvoire. Its projects include the Tichka Est Project and the Zuenoula Gold permit. The Company was founded in July 23, 1987.",Balandougou Gold Project is a gold ore mine joint venture created by Stellar Pacific Ventures Inc and Ultragold Holdings LLC. It is located in Guinea.,,,Unspecified,Stock,guinea,canada,False,False,False,True,False,False,metals_and_mining,True,False
3080354040,2017-03-06,Laos Yunnan Copper Luang,YEIG Juzheng Industrial,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-03-06,2017-03-06,N,,Yes,No,,2017-03-06,,Merger,No,,1.0,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-03-06,,No,,3F5458,,3F5458,YEIG Juzheng Industrial,3F5458,YEIG Juzheng Industrial,China (Mainland),3F5463,,3F5458,YEIG Juzheng Industrial,3F5458,YEIG Juzheng Industrial,,,Asset Management,Hotels and Lodging,Financials,Media and Entertainment,China,CH,Laos,LS,Sub.,Priv.,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEIG Juzheng Industrial Investment Co Ltd is a investment advisor. The Company was founded in March 2013 and is located in Kunming, China.",Laos Yunnan Copper Luang Prabang Hotel Co Ltd is a hotel operator. The Company was founded in February 2013 and is located in Laos.,,,Unspecified,Stock,laos,china,False,False,False,False,True,True,hotels_and_lodging,False,False
3080567040,2017-03-14,Weave Senegal Ltd,Darling Group Holdings,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-03-14,2017-03-14,N,,Yes,No,,2017-03-14,,Acq. Rem. Int.,No,,,,,,,,49.0,100.0,51.0,51.0,49.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-03-14,,No,,24042W,,38034K,Godrej Consumer Products Ltd,38034K,Godrej Consumer Products Ltd,India,3F5648,,24042W,Darling Group Holdings,38034K,Godrej Consumer Products Ltd,B1BDGY0,B1BDGY0,Textiles & Apparel,Other Industrials,Consumer Staples,Industrials,Nigeria,NI,Senegal,SE,Sub.,Sub.,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darling Group Holdings, located in Nigeria, manufactures and wholesales hair extension products. It has operations across 14 countries in Africa. The company's products include braids, weave-ons, ponytails, wigs and human hair products. Its brands are Darling and Amigos. The company was founded in 1982.",Weave Senegal Ltd is a manufacturer of miscallaneous products. The Company is located in Senegal.,,,Unspecified,Stock,senegal,india,False,False,False,False,True,False,other_industrials,False,False
3081346040,2017-03-16,Chu Hsing Clothes (Cambodia),Texhong Intl Grp Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-03-16,2017-05-01,N,,Yes,No,,2017-05-01,,Merger,No,,,1.0,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,13.075,2017-03-16,,No,,88186Z,BFSQNZ0,G87655,Texhong Intl Grp Ltd,G87655,Texhong Intl Grp Ltd,Hong Kong,3F6098,,65420M,Nien Hsing Textile Co Ltd,65420M,Nien Hsing Textile Co Ltd,BFSQNZ0,6591928,Textiles & Apparel,Textiles & Apparel,Consumer Staples,Consumer Staples,Hong Kong,HK,Cambodia,CB,Sub.,Public,2389,,13.075,13.179,13.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texhong International Group Ltd is a broadwoven fabric mill operator. The Company was founded in 1997 and is located in Tsuen Wan, Hong Kong.",Chu Hsing Clothes (Cambodia) Co Ltd is an apparel cutting and sewing contractor. The Company is located in Cambodia.,,,"Cash Only, Cash Only",Stock,cambodia,hong_kong,True,False,False,False,True,False,textiles_and_apparel,False,False
3081349040,2017-03-16,Chih Hsing Clothes - Equips,Texhong Intl Grp Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-03-16,2017-05-01,N,,Yes,Yes,,2017-05-01,,Acq. of Assets,No,,,1.0,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.037,2017-03-16,,No,,88186Z,BFSQNZ0,G87655,Texhong Intl Grp Ltd,G87655,Texhong Intl Grp Ltd,Hong Kong,3F6113,,3F6108,Chih Hsing Clothes (Cambodia),65420M,Nien Hsing Textile Co Ltd,BFSQNZ0,6591928,Textiles & Apparel,Textiles & Apparel,Consumer Staples,Consumer Staples,Hong Kong,HK,Cambodia,CB,Sub.,Public,2299,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texhong International Group Ltd is a broadwoven fabric mill operator. The Company was founded in 1997 and is located in Tsuen Wan, Hong Kong.","Equipments of Chih Hsing Clothes (Cambodia) Co Ltd, located in Cambodia.",,,"Cash Only, Cash Only",Assets,cambodia,hong_kong,True,False,False,False,True,False,textiles_and_apparel,False,False
3083801040,2017-03-17,OXUS DRC,Baobab SAS,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-03-17,2017-03-17,N,,No,No,,2017-03-17,,Acq. Maj. Int.,No,,,,,,,,98.0,98.0,,,98.0,98.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-03-17,,No,,59474Z,,59474Z,Baobab SAS,59474Z,Baobab SAS,France,3F7898,,3F7898,OXUS DRC,3F7898,OXUS DRC,,,Credit Institutions,Banks,Financials,Financials,France,FR,Dem Rep Congo,DC,Priv.,Priv.,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baobab SAS is a provider of consumer lending services. It is microfinance group, it offers tailored financial services to financially underserved entrepreneurs. The Company was founded in 2005 and is located in Paris, France.","OXUS DRC is a commercial bank. The Company is located in Kinshasa, the Democratic Republic of the Congo.",,,Unspecified,Stock,democratic_republic_of_congo,france,False,False,False,True,False,False,banks,False,False
3084486040,2017-03-23,My Play Co Ltd,iSentric Ltd,,,,,No,No,No,6.41,No,Friendly,No,No,No,No,,,No,2017-03-23,2017-11-30,N,,No,No,,2017-11-30,,Acq. of Assets,No,,,,50.0,,50.0,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,4.603,2017-03-23,,No,,3C6873,BR1W025,3C6873,iSentric Ltd,3C6873,iSentric Ltd,Australia,3F8355,,3F8355,My Play Co Ltd,3F8355,My Play Co Ltd,BR1W025,,Software,Software,High Technology,High Technology,Australia,AU,Myanmar(Burma),BM,Priv.,Public,7372,,4.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"iSentric Ltd, located in New January 13, 2000. South Wales, Australia, develops mobile software. The Company operates in three main divisions, namely, Digital Payments, Enterprise Mobility, Digital Content and Services and Blockchain solutions. The Company was founded on January 13, 2000.","My Play Co Ltd is a software publisher. The Company is a mobile game developer and publisher. The Company is located in Yangon, Myanmar.",,MMK 3.153 bil (USD 2.302 mil) shs ord plus MMK 3.153 bil (USD 2.302 mil) cash/assets,"Cash, Ordinary Share","Assets, Assets",myanmar,australia,False,False,False,True,False,False,software,False,False
3084862040,2017-03-06,Muchinga Energy Resources Ltd,Goviex Uranium Inc,,,,,No,No,No,62.684,No,Friendly,No,No,No,No,No,,No,2017-03-06,2017-10-31,N,,Yes,No,,2017-10-31,,Acq. of Assets,No,,,,,,100.0,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.729,2017-03-06,,No,,383798,BNGCT03,383798,Goviex Uranium Inc,383798,Goviex Uranium Inc,Canada,3F7506,,01087K,African Energy Resources Pty,01087K,African Energy Resources Pty,BNGCT03,BP91N65,Metals & Mining,Power,Materials,Energy and Power,Canada,CA,Zambia,ZA,Sub.,Public,4911,,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GoviEx Uranium Inc, located in Vancouver, British Columbia, is a uranium mining company. The Company holds rights in the Madaouela Project in Niger, Mutanga Project in Zambia and Falea Project in Mali. It is focused on the exploration and development of its African uranium properties. The Company was founded in May 1, 2011.",Muchinga Energy Resources Ltd is an electric power generation facility operator. The Company holds Kariba Valley tenement. The Company is located in Zambia.,,3 mil shs com/assets,Common Stock,Assets,zambia,canada,False,False,False,True,False,False,power,False,False
3085270040,2017-03-06,Chirundu Joint Ventures,Goviex Uranium Inc,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-03-06,2017-10-31,N,,Yes,No,,2017-10-31,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-03-06,,No,,383798,BNGCT03,383798,Goviex Uranium Inc,383798,Goviex Uranium Inc,Canada,3F8670,,01087K,African Energy Resources Pty,01087K,African Energy Resources Pty,BNGCT03,BP91N65,Metals & Mining,Metals & Mining,Materials,Materials,Canada,CA,Zambia,ZA,Sub.,Public,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GoviEx Uranium Inc, located in Vancouver, British Columbia, is a uranium mining company. The Company holds rights in the Madaouela Project in Niger, Mutanga Project in Zambia and Falea Project in Mali. It is focused on the exploration and development of its African uranium properties. The Company was founded in May 1, 2011.",Chirundu Joint Ventures Zambia Ltd is a uranium ore mine operator. The Company holds the Chirundu tenements. The Company was founded in 2008 and is located in Zambia.,,,Unspecified,Assets,zambia,canada,False,False,False,True,False,False,metals_and_mining,True,False
3086977040,2017-02-23,Kosmos BP Senegal Ltd,BP plc,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-02-23,2017-02-23,N,,No,No,,2017-02-23,,Acq. Part. Int.,No,,,,,,,,49.99,50.0,,,50.0,50.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-02-23,,No,,55622,798059,55622,BP plc,55622,BP plc,United Kingdom,4F0276,,500688,Kosmos Energy Ltd,500688,Kosmos Energy Ltd,798059,BHK15K6,Petrochemicals,Oil & Gas,Energy and Power,Energy and Power,United Kingdom,UK,Senegal,SE,Sub.,Public,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BP plc, located in London, the United Kingdom, is an integrated energy company. The Company's segments include gas & low carbon energy, oil production & operations, customers & products, and other businesses & corporate. Its gas business includes regions with upstream activities that produce natural gas, integrated gas and power, and gas trading. Its low carbon business includes solar, offshore and onshore wind, hydrogen and carbon capture and storage and power trading. Oil production & operations segment comprises regions with upstream activities that predominantly produce crude oil, including bpx energy. Customers & products segment comprises its customer-focused businesses, which include convenience and retail fuels, electric vehicle charging, as well as Castrol, aviation and business to business and midstream. It also includes its products businesses, refining and oil trading, as well as its bioenergy businesses. Other businesses & corporate segment comprises bp ventures, Launchpad and others. The Company was founded on April 14, 1909.",Kosmos BP Senegal Ltd is engaged in the crude petroleum and natural gas services business. It holds a 65 percent participating interest in the Cayar Offshore Profond and the Saint Louis Offshore Profond blocks offshore Senegal. The Company is located in Senegal.,,,Unspecified,Stock,senegal,united_kingdom,False,False,False,True,False,False,oil_and_gas,True,False
3087039040,2017-03-13,Perkoa Group,Trevali Mining Corp,,,1.0,1.0,No,No,No,416.943,No,Friendly,No,No,No,No,No,,No,2017-03-13,2017-08-31,N,,Yes,No,,2017-08-31,,Acq. Maj. Int.,No,,2.0,1.0,57.14,,42.86,,90.0,90.0,,,90.0,90.0,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,429.139,2017-03-13,,No,,89531J,B66J1R6,89531J,Trevali Mining Corp,89531J,Trevali Mining Corp,Canada,71403P,,37827X,Glencore PLC,37827X,Glencore PLC,B66J1R6,B4T3BW6,Metals & Mining,Metals & Mining,Materials,Materials,Canada,CA,Burkina Faso,BF,Sub.,Public,1031,,429.139,419.592,419.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trevali Mining Corp, located in Vancouver, British Columbia, is a mineral mining company, focusing on zinc base metals development company with active operations in Canada and Peru. It also explores for silver, lead, and copper in South America. It has partnered with Glencore International AG to develop a property in Peru's Central Mineral Belt. Its main projects include the Santander Mine, Halfmile Deposit, Stratmat Property and the Ruttan Property. The Company was founded in 1993.","Perkoa Group operates a zinc mine. It is located in the Sanguie Province of Burkina Faso, 120km west of Ouagadougou.",Common Stock Issue,An amended XOF 133.484 bil (USD 245.21 mil) cash plus XOF 100.981 bil (USD 185.502 mil) shs com/90% interest; originally XOF 171.679 bil (USD 274 mil) cash plus XOF 97.744 bil (USD 156 mil) shs com/90% interest,"Cash, Common Stock, Cash, Common Stock","Stock, Stock, Stock, Stock",burkina_faso,canada,False,False,False,True,False,False,metals_and_mining,True,False
3087702040,2017-03-27,Lamikal,Wanbao Mining Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-03-27,2017-03-27,N,,Yes,No,,2017-03-27,,Acq. Maj. Int.,No,,1.0,1.0,,100.0,,,61.2,61.2,,,61.2,61.2,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,56.0,2017-03-27,,No,,93383T,,16815R,China North Industries Corp,17503Z,China N Inds Grp Corp,China (Mainland),4F0781,,4F0769,Managem International AG,21790T,COPROPAR SA,6112125,,Metals & Mining,Metals & Mining,Materials,Materials,China,CH,Dem Rep Congo,DC,Sub.,Sub.,1041,,56.0,91.503,91.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wanbao Mining Co Ltd is a gold ore mine operator. The Company is located in Beijing, China.",Lamikal is a gold ore mine operator. The Company is located in the Democratic Republic of the Congo.,,,"Cash, Cash Only",Stock,democratic_republic_of_congo,china,False,False,False,False,True,False,metals_and_mining,True,False
3093690040,2017-04-18,Kayser Myanmar Mnfg Co Ltd,Highway Holdings Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-04-18,2017-04-18,N,,No,No,,2017-04-18,,Acq. Part. Int.,No,,,,,,,,9.0,84.0,75.0,75.0,9.0,84.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-04-18,,No,,G4481U,2542083,G4481U,Highway Holdings Ltd,G4481U,Highway Holdings Ltd,Hong Kong,7C7549,,G4481U,Highway Holdings Ltd,G4481U,Highway Holdings Ltd,2542083,2542083,Chemicals,Electronics,Materials,High Technology,Hong Kong,HK,Myanmar(Burma),BM,Sub.,Public,3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highway Holdings Ltd, headquartered in Hong Kong, manufactures components such as film camera, clocks and clock movements, LCD-TV/Monitors, LED lights, light fixtures, and low-end 35mm cameras. It has served in Japan, Germany, and United States. The Company was founded in July 1990.","Kayser Myanmar Manufacturing Co Ltd is a manufacturer of electronic components. It produces high-quality products mostly for large, global original equipment manufacturers from simple parts and components to sub-assemblies and finished products. The Company was founded in March 2012 and is located in Yangon, Myanmar.",,,Unspecified,Stock,myanmar,hong_kong,True,False,False,False,True,False,electronics,False,False
3094329040,2017-02-09,CRRH-UEMOA SA,IFC,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-02-09,2017-02-09,N,,No,No,,2017-02-09,,Acq. Part. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-02-09,,No,,450440,,459056,World Bank,459056,World Bank,United States,4F5129,,4F5129,CRRH-UEMOA SA,4F5129,CRRH-UEMOA SA,,,Supranational,Banks,Government and Agencies,Financials,United States,US,Togo,TG,Priv.,Sub.,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Finance Corp is a non-government agency. It is a supranational organization which focuses on sustainable economic growth issues in developing countries by providing financing to private sector investment, mobilizing capital in the international finance markets, and providing investment and advisory services to businesses and governments. The company is a private equity and venture capital subsidiary focused on the private sector in developing countries. The Organization has 182 member countries in the world. The Company was founded in July 1956 and is located in Washington, Wyoming.","La Caisse Regionale de Refinancement Hypothecaire SA is a commercial bank. The Company is located in Lome, Togo.",,,Unspecified,Stock,togo,united_states,False,False,False,True,False,False,banks,False,False
