master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link
3222305040,2018-02-21,Grafex Ltda,Triton Minerals Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-02-21,2018-03-13,N,,No,No,,2018-03-13,,Acq. Rem. Int.,No,,,,,100.0,,,20.0,100.0,80.0,80.0,20.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,1.5,2018-02-21,,No,,2A5123,B467B65,2A5123,Triton Minerals Ltd,2A5123,Triton Minerals Ltd,Australia,37019H,,2A5123,Triton Minerals Ltd,2A5123,Triton Minerals Ltd,B467B65,B467B65,Metals & Mining,Metals & Mining,Materials,Materials,Australia,AU,Mozambique,MZ,Sub.,Public,1499,,1.5,7.494,7.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Triton Minerals Ltd is an Australia-based company, which is engaged in developing graphite projects in the Cabo Delgado region of Northern Mozambique. Its engages in developing its flagship Anucuabe Graphite Project into development. The graphite projects include Ancuabe Graphite Project, Balama North Project and Balama South Project. The Ancuabe Project is located adjacent to the producing AMG Graphit Kropfmuhl (GK) graphite mine and nearby villages that provide a motivated local workforce. The project is approximately 80 kilometers (kms) by sealed road from an operating container port in Pemba. The Balama North Project is the combined graphite-vanadium resource, located in northern Mozambique, approximately 240 kms from Pemba Port. The Balama South Project is located approximately 35 kms south of the Balama township within the same north-east trending geological domain covered by the Balama North project which hosts the Cobra Plains deposit and the Nicanda Hill prospect. The Company was founded on July 17, 2007 and is headquartered in Nedlands, Australia.","Grafex Ltda is a nonmetallic mineral mine operator. The Company was founded in April 2012 and is located in Pumba, Mozambique. located in Mozambique.",,,"Cash Only, Cash Only",Stock,mozambique,australia,False,False,False,True,False,False,metals_and_mining,True,False
3229299040,2017-12-13,Yaman Co,Salem Salah Baazeem,,,,,No,No,No,,No,Neutral,No,No,No,No,,,No,2017-12-13,2017-12-26,N,,No,No,,2017-12-26,,Acq. Part. Int.,No,,,,,,,100.0,20.0,20.0,,,20.0,20.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.501,2017-12-13,,No,,3H2983,,3H2983,Salem Salah Baazeem,3H2983,Salem Salah Baazeem,Saudi Arabia,3H2964,,3H2964,Yaman Co,3H2964,Yaman Co,,,Other Financials,Food & Beverage Retailing,Financials,Retail,Saudi Arabia,SD,Yemen,YE,Priv.,Inv.,2841,,0.501,2.503,2.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem Salah Baazeem, located in Saudi Arabia, is an individual investor.",Yaman Company is a line grocery wholesaler. The Company is located in Yemen.,,125.1 mil (USD 0.5 mil)/20% stake,"Cash, Cash Only",Stock,yemen,saudi_arabia,False,False,False,False,True,True,food_and_beverage_retailing,False,False
3234255040,2018-03-28,Zebidar Brewery Sc,Castel Freres SAS,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-04-10,2018-03-28,N,,Yes,No,,2018-03-28,,Acq. Maj. Int.,No,,,,,,,,58.0,58.0,,,58.0,58.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-03-28,,No,,14837W,,14837W,Castel Freres SAS,14837W,Castel Freres SAS,France,3H6123,,90317Y,Unibra SA,76412A,Red House SA,,,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,France,FR,Ethiopia,ET,Sub.,Priv.,2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castel Freres SAS, located in Blanquefort, France, produces and wholesales beers, liquor and wine. It was founded in 1949.","Zebidar Brewery SC is a brewery. The Company is located in Addis Ababa, Ethiopia.",,,Unspecified,Stock,ethiopia,france,False,False,False,True,False,False,food_and_beverage,False,False
3235212040,2018-04-11,Oway Pte Ltd,Investor Group,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-04-11,2018-04-11,N,,No,No,,2018-04-11,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,14.7,2018-04-11,,No,,46145M,,46145M,Investor Group,46145M,Investor Group,Japan,3H6748,,3H6748,Oway Pte Ltd,3H6748,Oway Pte Ltd,,,Other Financials,Internet Software & Services,Financials,High Technology,Japan,JP,Myanmar(Burma),BM,Priv.,Priv.,7375,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investor group,"Oway Pte Ltd is an internet service provider. It is is engaged in online travel agency, mobile taxi hailing operator and mobile electronic payment services. The Company is located in Yangon, Myanmar.",,,"Cash Only, Cash Only",Stock,myanmar,japan,False,False,True,True,False,False,internet_software_and_services,False,False
3238893040,2017-08-31,National Distillers LDA,Distell Intl Hldg Ltd,,,,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-08-31,2017-08-31,N,,No,No,,2017-08-31,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,,2017-08-31,,No,,7E2346,,24575J,Distell Group Ltd,6H1355,Distell Group Holdings Ltd,South Africa,3H9003,,3H9003,National Distillers LDA,3H9003,National Distillers LDA,BF52H71,,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,United Kingdom,UK,Angola,AN,Priv.,Sub.,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Distell International Holdings Ltd is a winery. The Company was founded in April 2016 and is located in Richmond, the United Kingdom.","National Distillers LDA is a distillery. The Company is located in Luanda, Angola.",,,Unspecified,Assets,angola,south_africa,False,False,False,False,True,False,food_and_beverage,False,False
3241150040,2018-05-03,Santos Ltd-Bangladesh Expl,Ophir Energy PLC,,,2.0,2.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2018-05-03,2018-09-06,N,,No,Yes,,2018-09-06,,Acq. Part. Int.,No,,2.0,1.0,,,,,45.0,45.0,,,45.0,45.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-03,,No,,68446Y,B24CT19,68446Y,Ophir Energy PLC,68446Y,Ophir Energy PLC,United Kingdom,4H0271,,803021,Santos Ltd,803021,Santos Ltd,B24CT19,6776703,Oil & Gas,Oil & Gas,Energy and Power,Energy and Power,United Kingdom,UK,Bangladesh,BG,Sub.,Public,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ophir Energy PLC is engaged in the crude petroleum and natural gas services business. It is an oil and gas exploration and production company. It has offices in Malabo - Equatorial Guinea, Dar es Salaam and Mtwara-Tanzania and Dakar-Senegal. The Company was founded in February 2004 and is located in London, the United Kingdom.","Bangladesh exploration assets of Santos Ltd, located in Bangladesh. The assets includes Block SS-11,immediately adjacent to multi-Tcf producing fields across the border in Myanmar.",,,"Cash, Cash Only",Ownership Interest,bangladesh,united_kingdom,False,False,False,True,False,False,oil_and_gas,True,True
3243438040,2018-04-26,bKash Ltd,Ant Small & Micro Finl Svcs,,,,,No,No,No,,No,Neutral,No,No,No,No,No,,No,2018-04-26,2018-04-26,N,2017-12-31,No,No,,2018-04-26,,Acq. Part. Int.,No,,1.0,1.0,,,,,10.0,10.0,,,10.0,10.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-04-26,,No,,5C3772,,5C3772,Ant Small & Micro Finl Svcs,5C3772,Ant Small & Micro Finl Svcs,China (Mainland),0F3263,,10376T,Brac Bank Ltd,10374V,BRAC International Holdings BV,,,Credit Institutions,Other Financials,Financials,Financials,China,CH,Bangladesh,BG,Sub.,Priv.,6099,,,,,,187.722,,10.0,5.9,37.3,337.4,,,65.964,,,,,,,,,,,,,,,,,,,,,,,,"Ant Small & Micro Financial Services Group Co Ltd is a provider of consumer lending services. The Company was founded in October 2014 and is located in Hangzhou, China. China. China.","bKash Ltd is a provider of financial transactions services. The company is located in Dhaka, Bangladesh.",,,Unspecified,Stock,bangladesh,china,False,False,False,False,True,False,other_financials,False,False
3243441040,2018-04-26,bKash Ltd,Ant Small & Micro Finl Svcs,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2018-04-26,2018-04-26,N,2017-12-31,No,No,,2018-04-26,,Acq. Part. Int.,No,,1.0,2.0,,,,,10.0,20.0,10.0,10.0,10.0,20.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-04-26,,No,,5C3772,,5C3772,Ant Small & Micro Finl Svcs,5C3772,Ant Small & Micro Finl Svcs,China (Mainland),0F3263,,10376T,Brac Bank Ltd,10374V,BRAC International Holdings BV,,,Credit Institutions,Other Financials,Financials,Financials,China,CH,Bangladesh,BG,Sub.,Priv.,6099,,,,,,187.722,,10.0,5.9,37.3,337.4,,,65.964,,,,,,,,,,,,,,,,,,,,,,,,"Ant Small & Micro Financial Services Group Co Ltd is a provider of consumer lending services. The Company was founded in October 2014 and is located in Hangzhou, China. China.","bKash Ltd is a provider of financial transactions services. The company is located in Dhaka, Bangladesh.",,,"Cash Only, Cash Only",Stock,bangladesh,china,False,False,False,False,True,False,other_financials,False,False
3244475040,2018-05-15,Zamsort Ltd,Arc Minerals Ltd,,,1.0,1.0,No,No,No,,No,Neutral,No,No,No,No,,,No,2018-05-15,2018-05-15,N,,No,No,,2018-05-15,,Acq. Part. Int.,No,,,,,100.0,,,35.0,49.0,14.0,14.0,35.0,49.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,3.736,2018-05-15,,No,,4H2345,BFWJ980,4H2345,Arc Minerals Ltd,4H2345,Arc Minerals Ltd,United Kingdom,4H2341,,4H2341,Zamsort Ltd,4H2341,Zamsort Ltd,BFWJ980,,Metals & Mining,Metals & Mining,Materials,Materials,United Kingdom,UK,Zambia,ZA,Priv.,Public,1021,,3.736,10.652,10.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arc Minerals Ltd is a metal mining company. The Company is engaged in the identification, evaluation, acquisition and development of natural resource projects, located in Europe and Africa. The Company provides an investments to develop projects like gold, copper and cobalt segments. The Company was founded in April 2007 and is located in London, the United Kingdom.",Zamsort Ltd is a copper and nickel ore mine operator. The Company is located in Zambia.,,,Newly Issued Ord Sh,Stock,zambia,united_kingdom,False,False,False,True,False,False,metals_and_mining,True,True
3249956040,2018-05-30,Daddy Cann Lesotho Pty Ltd,Canopy Growth Corp,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-30,2018-05-30,N,,No,No,,2018-05-30,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-30,,No,,138035,BR1G4F8,138035,Canopy Growth Corp,138035,Canopy Growth Corp,Canada,4H5568,,4H5568,Daddy Cann Lesotho Pty Ltd,4H5568,Daddy Cann Lesotho Pty Ltd,BR1G4F8,,Pharmaceuticals,Pharmaceuticals,Healthcare,Healthcare,Canada,CA,Lesotho,LO,Priv.,Public,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canopy Growth Corp, located in Smiths Falls, Ontario, is a cannabis and hemp company. It offers distinct brands and curated cannabis varieties in dried, oil and softgel capsule forms. The Company, through its subsidiaries Tweed Inc, Bedrocan Canada Inc, Tweed Farms Inc and Mettrum Health Corp is engaged in the business of producing and selling legal marijuana in the Canadian medical market. It is also focusing on producing and selling marijuana in the recreational market in Canada. Its core brands are Tweed and Bedrocan. Tweed is a licensed producer of medical marijuana. Tweed's commercial license covers approximately 168,000 square feet of its Smiths Falls facility and allows Tweed to produce and sell approximately 3,540 kilograms of medical marijuana per year. Tweed's built-out production capacity is over 10 climate controlled indoor growing rooms. Bedrocan is a medical-grade cannabis. Bedrocan's over 52,000 square feet production facility in Toronto, Ontario is licensed, and includes over 30 vegetative and growing rooms, and over three dispensing rooms. The Company was founded on August 5, 2009.","Daddy Cann Lesotho Pty Ltd is a manufacturer of pharmaceutical preparation. The Company is located in Highlands, Lesotho.",,,Unspecified,Assets,lesotho,canada,False,False,False,True,False,False,pharmaceuticals,False,False
3252863040,2018-06-07,Canafrica Holdings Inc,Kaneh Bosm BioTechnology Inc,,,,,No,No,No,70.96,No,Friendly,No,No,No,No,,,No,2018-06-07,2018-06-19,N,,No,No,,2018-06-19,,Merger,No,,,,9.12,,90.88,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,14.26,2018-06-07,,No,,3C9479,BNDSVZ3,3C9479,Kaneh Bosm BioTechnology Inc,3C9479,Kaneh Bosm BioTechnology Inc,Canada,4H7171,,4H7171,Canafrica Holdings Inc,4H7171,Canafrica Holdings Inc,BNDSVZ3,,Pharmaceuticals,Pharmaceuticals,Healthcare,Healthcare,Canada,CA,Lesotho,LO,Priv.,Public,2833,,14.26,14.26,14.26,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaneh Bosm BioTechnology Inc is a manufacturer of pharmaceutical preparation. It holds a license to cultivate, manufactures and supply cannabis and derivative products. The Company was founded in March 2006 and is located in Vancouver, Canada.","Canafrica Holdings Inc is a manufacturer of medicinals and botanicals. It cultivates, manufactures, supplies, holds, imports, exporst and transports cannabis and derivative products, also acts as holding company. The Company is located in Lesotho.",,USD 1.3 mil cash/stock plus USD 12.98 mil new shs ord,"Cash, Newly Issued Ord Sh","Stock, Stock",lesotho,canada,False,False,False,True,False,False,pharmaceuticals,False,False
3255721040,2018-05-25,Access Myanmar Distn Co Ltd,Pernod Ricard SA,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-25,2019-07-25,N,,No,No,,2019-07-25,,Acq. Part. Int.,No,,1.0,,,,,,34.0,34.0,,,34.0,34.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-25,,No,,714264,4682329,714264,Pernod Ricard SA,714264,Pernod Ricard SA,France,4H8793,,Y9729E,Yoma Strategic Hldg Ltd,Y9729E,Yoma Strategic Hldg Ltd,4682329,B19ZPQ3,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,France,FR,Myanmar(Burma),BM,J.V.,Public,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pernod Ricard SA, located in Paris, Ile de France, produces, wholesales and retails distilled and blended liquors, wines and beverages. It operates through three segments: America, Europe and Asia/Rest of World (ROW). It is engaged in trading in finished or semi-finished products, by-products and substitutes generated by the main operations carried out in the distilleries or other industrial establishments of the same type. Its strategic brands include Absolut vodka, Chivas Regal, Ballantine's, Beefeater, Jameson, Kahlua, Ricard, Havana Club and Martell Cognac. Its local brands include Pastis 51, 100 Pipers, Ruavieja, Royal Stag and Wyborowa. The Company was founded in 1975. located in Paris, France.","Access Myanmar Distribution Co Ltd is an alcoholic beverages wholesaler. The Company was founded in February 2014 and is located in Pabedan, Myanmar.",,,Unspecified,Stock,myanmar,france,False,False,False,True,False,False,food_and_beverage,False,False
3258824040,2018-05-31,Gadnet,Soa,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-11-22,2018-05-31,N,,No,No,,2018-05-31,,Acq. Maj. Int.,No,,1.0,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-31,,No,,5H1168,,5H1166,Overseas Sarl,5H1166,Overseas Sarl,Luxembourg,5H1172,,5H1172,Gadnet,5H1172,Gadnet,,,Other Financials,Professional Services,Financials,Consumer Products and Services,Ivory Coast,IV,Niger,NR,Priv.,Sub.,7381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOA is a provider of financial investment services. The Company is located in Ivory Coast.,"Gadnet is a provider of security guard and patrol services. The Company was founded in 2007 and is located in Niamey, Niger.",,,Unspecified,Stock,niger,luxembourg,True,False,True,True,False,False,professional_services,False,False
3259663040,2018-06-22,Kibo Nickel Ltd,Katoro Gold PLC,,,1.0,2.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-06-22,2018-11-26,N,,Yes,No,,2018-11-26,,Merger,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,0.326,2018-06-22,,No,,7C4083,BSNBL02,7C4083,Katoro Gold PLC,7C4083,Katoro Gold PLC,United Kingdom,5H1630,,5H2188,Kibo Mining (Cyprus) Ltd,G52573,Kibo Mining PLC,BSNBL02,B97C0C3,Metals & Mining,Metals & Mining,Materials,Materials,United Kingdom,UK,Tanzania,TZ,Sub.,Public,1061,,0.326,0.326,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Katoro Gold PLC is a gold ore mine operator. The Company is located in London, the United Kingdom.",Kibo Nickel Ltd is a nickel ore mine operator. The Company is 100% owner of the polymetallic Haneti Nickel Project in Tanzania. The Company is located in Tanzania.,,,Newly Issued Ord Sh,Stock,tanzania,united_kingdom,False,False,False,True,False,False,metals_and_mining,True,True
3259745040,2018-05-15,Pyramid Pharma Ltd,IFC,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-12-09,2018-05-15,N,,No,No,,2018-05-15,,Acq. Part. Int.,No,,1.0,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-15,,No,,450440,,459056,World Bank,459056,World Bank,United States,5H1641,,5H1641,Pyramid Pharma Ltd,5H1641,Pyramid Pharma Ltd,,,Supranational,Other Consumer Products,Government and Agencies,Consumer Products and Services,United States,US,Tanzania,TZ,Priv.,Sub.,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Finance Corp is a non-government agency. It is a supranational organization which focuses on sustainable economic growth issues in developing countries by providing financing to private sector investment, mobilizing capital in the international finance markets, and providing investment and advisory services to businesses and governments. The company is a private equity and venture capital subsidiary focused on the private sector in developing countries. The Organization has 182 member countries in the world. The Company was founded in July 1956 and is located in Washington, Wyoming.","Pyramid Pharma Ltd is a drugs wholesaler. The Company is a distributor of quality pharmaceutical products, medical equipment and supplies. It currently operational in seven countries:Tanzania, Uganda, Rwanda, Kenya, Ethiopia, Burundi and Mozambique. The Company was founded in 2001 and is located in Dar es Salaam, Tanzania.",,,Unspecified,Stock,tanzania,united_states,False,False,False,True,False,False,other_consumer_products,False,False
3262830040,2017-08-29,Solon Capital Hldg Ltd,CDC Group PLC,,,,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-08-29,2017-08-29,N,,No,No,,2017-08-29,,Acq. Part. Int.,No,,1.0,1.0,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,5.969,2017-08-29,,No,,12850N,,91078L,Dept For Intl Dvlp,910768,UK Of Great Britain & Northen,United Kingdom,0H7060,,6H0105,Solon Capital Partners Ltd,6H0105,Solon Capital Partners Ltd,,,Asset Management,Other Financials,Financials,Financials,United Kingdom,UK,Sierra Leone,SQ,Sub.,Sub.,6799,,5.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CDC Group PLC located in London, the United Kingdom, provides financial services. The Company is engaged in an investment firm specializing direct and fund of funds investments. It seeks to invest in equity, mezzanine, debt and guarantees, both, directly and throughof fund investments and intermediaries. It invests in businesses of all sizes. Within fund of fund, it seeks to invest in expansion capital, early stage, venture capital, and private equity funds. The Company was founded in 1948. was founded in 1948.","Solon Capital Holdings Ltd is an intermediating company. The Company was founded in 2010 and is located in Freetown, Sierra Leone.",,,"Cash Only, Cash Only",Stock,sierra_leone,united_kingdom,False,False,False,True,False,False,other_financials,False,True
3263154040,2018-07-02,"Raffles Hotel Le Royal,Raffles",Lodgis Hospity Hldg Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-02,2018-07-02,N,,Yes,No,,2018-07-02,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-07-02,,No,,5H4013,,93402J,Warburg Pincus LLC,93402J,Warburg Pincus LLC,United States,5H4028,,5H4023,Raffles Hotel Le Royal,49566V,Kingdom Holding Co,,B23Q042,Hotels and Lodging,Hotels and Lodging,Media and Entertainment,Media and Entertainment,Singapore,SG,Cambodia,CB,Priv.,J.V.,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lodgis Hospitality Holdings Pte Ltd, located in Singapore, Singapore, owns and operates hotels and third-party managed properties. It also owns interest under the Fusion Hotels and Resorts operating company. The Company was founded in November 2016.","Raffles Hotel Le Royal, Raffles Grand Hotel d'Angkor are hotel operators. The Companies are located in Cambodia.",,,Unspecified,Assets,cambodia,united_states,False,False,False,True,False,False,hotels_and_lodging,False,False
3264143040,2018-06-24,Visionfund Cambodia,Woori Bank Co Ltd,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-06-24,2018-06-24,N,,Yes,No,,2018-06-24,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-06-24,,No,,98092Q,BGHWH98,98092Q,Woori Bank Co Ltd,98092Q,Woori Bank Co Ltd,South Korea,5H4549,,98092Q,Woori Bank Co Ltd,98092Q,Woori Bank Co Ltd,BGHWH98,BGHWH98,Banks,Credit Institutions,Financials,Financials,South Korea,SK,Cambodia,CB,Sub.,Public,6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woori Bank Co Ltd (the Bank), located in Seoul, South Korea, is a Korea-based company mainly engaged in the provision of commercial banking services and consumer banking services. The Bank mainly provides deposit, loan, fund, foreign currency exchange, payment guarantee, securities investment, trust investment and credit card services. Its deposit service includes ordinary savings, welfare deposits, current deposits and others. Its loan service includes discount of bills, ordinary loans, secured by deposits and others. The Bank also provides Internet banking services, insurance services and others. It was founded in 1899.","Visionfund Cambodia is a provider of consumer lending services like loans. The Company is located in Phnom Penh, Cambodia.",,,Unspecified,Assets,cambodia,south_korea,False,False,False,False,True,False,credit_institutions,False,False
3265525040,2018-05-17,ANZ Royal Bank (Cambodia) Ltd,J Trust Co Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-17,2019-08-19,N,,Yes,No,,2019-08-19,,Acq. Maj. Int.,No,,,,,100.0,,,55.0,55.0,,,55.0,55.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,82.4,2018-05-17,,No,,22686M,6126717,22686M,J Trust Co Ltd,22686M,J Trust Co Ltd,Japan,5H5325,,00565M,ANZ Funds Pty Ltd,52528,ANZ Banking Group Ltd,6126717,6065586,Credit Institutions,Banks,Financials,Financials,Japan,JP,Cambodia,CB,J.V.,Public,6000,,82.4,149.818,149.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J Trust Co Ltd, located in Minato-Ku Tokyo, Japan, is a holding company. Finance segment involves the provision of loans for businesses and individuals, credit business, credit guarantee business and receivables purchase business. Real Estate segment is engaged in dealings in real estate, resale housing business and real estate agency business. Amusement segment is engaged in the sale of prizes for amusement equipment, and the operation of amusement stores and facilities. Overseas segment involves unsecured loan and deed loan in South Korea. The Others segment includes operation and management of computers, software development and guidance business. The Company was founded in 1977.","ANZ Royal Bank (Cambodia) Ltd is a commercial bank. The Company was founded in 2005 and is located in Phnom Penh, Cambodia.",,,"Cash Only, Cash Only",Stock,cambodia,japan,False,False,False,True,False,False,banks,False,False
3265528040,2018-06-19,Rak Paints Pvt Ltd,Kansai Nerolac Paints Ltd,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-06-19,2018-07-17,N,,No,No,,2018-07-17,,Acq. Maj. Int.,No,,,1.0,100.0,,,,55.0,55.0,,,55.0,55.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,6.001,2018-06-19,,No,,48486Q,BWGW724,48460T,Kansai Paint Co Ltd,48460T,Kansai Paint Co Ltd,Japan,5H5334,,5H5334,Rak Paints Pvt Ltd,5H5334,Rak Paints Pvt Ltd,6483746,,Chemicals,Chemicals,Materials,Materials,India,IN,Bangladesh,BG,Priv.,Public,2851,,6.001,10.911,10.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kansai Nerolac Paints Ltd is a manufacturer of paints and coatings. It also distributes paints and coatings. The Company offers a range of products, including decorative, Automotive Coatings and Performance coatings. The Company serves its customers through a network of four manufacturing facilities located at Lote in Maharashtra, Bawal in Haryana, Jainpur in Uttar Pradesh and Hosur in Tamil Nadu and over hundred strategically located depots. The Company has a joint venture in Nepal with Kansai Nepal, which caters to customers in Nepal. KNPL also has a joint venture in Sri Lanka with Capital Holdings Maharaja Group to set up the paint business in Sri Lanka. The Company was founded in 1920 and is located in Mumbai, India.","Rak Paints Pvt Ltd is a manufacturer of coatings. The Company is located in Dhaka, Bangladesh.",,An amended 504.1 mil (USD 6. 001 mil) cash/55% interest; originally 572.6 mil (USD 6. 817 mil) cash/55% interest,"Cash, Cash","Stock, Stock",bangladesh,japan,False,False,False,True,False,False,chemicals,False,False
